Store Number,Store Name,Address,City,Longitude,Latitude
74585-83082,Vons-Palmdale #3017,"3027 Rancho Vista Blvd, Park Plaza Palmdale CA",Palmdale,-118.18,34.6
10111-99529,East Ave S & 47th St East,4631 East Avenue S Palmdale CA,Palmdale,-118.05,34.56
8823-94943,10th St West & West Ave O-8,"39904 10th Street West, D Palmdale CA",Palmdale,-118.15,34.61
23531-196824,Rancho Vista & Town Center,3869 West Rancho Vista Blvd Palmdale CA,Palmdale,-118.2,34.61
73671-93060,Albertsons-Palmdale #6333,38727 N Tierra Subida Ave Palmdale CA,Palmdale,-118.15,34.59
19632-176904,Embarcadero & St. Francis,"2190 West Bayshore Road, Ste. 180 Palo Alto CA",Palo Alto,-122.13,37.45
2886-93249,El Camino & El Camino Way,4131 El Camino Real Palo Alto CA,Palo Alto,-122.13,37.41
565-142644,University & Waverly,376 University Avenue Palo Alto CA,Palo Alto,-122.16,37.45
17973-174644,Alma Plaza,"3441 Alma Street, A, Stanford Shopping Center Palo Alto CA",Palo Alto,-122.12,37.42
2822-72864,Stanford Shopping Center,79 Stanford Mall Palo Alto CA,Palo Alto,-122.17,37.44
5541-1260,2000 El Camino - Palo Alto,2000 El Camino Real Palo Alto CA,Palo Alto,-122.15,37.43
28805-269065,Teavana-Stanford Shopping Center,"180 El Camino Real, 2002 Palo Alto CA",Palo Alto,-122.17,37.44
5555-194,Colorado & Middlefield - Palo Alto,2775 Middlefield Road Palo Alto CA,Palo Alto,-122.13,37.43
9870-98675,361 California,361 S California Ave Palo Alto CA,Palo Alto,-122.14,37.43
17011-170949,3885 El Camino Real,"3885 El Camino Real, Ravenswood @ 101 Palo Alto CA",Palo Alto,-122.13,37.42
5977-23022,Donohoe & E Bayshore Rd,"1745 East Bayshore Blvd., The Plant Palo Alto CA",Palo Alto,-122.14,37.46
9683-97622,Van Nuys & Michaels,"7902 VAN NUYS BLVD, B-2 Panorama City CA",Panorama City,-118.45,34.21
29700-254775,Rosecrans & Downey,8522 Rosecrans Ave Paramount CA,Paramount,-118.15,33.9
5842-20739,"Paramount & Jackson, Paramount",16280-C Paramount Blvd. Paramount CA,Paramount,-118.16,33.89
11459-103349,"Alondra & Lakewood, Paramount",8819 Alondra Blvd. Paramount CA,Paramount,-118.14,33.89
17348-173405,Pasadena Convention Ctr-Green Stree,300 E Green St Pasadena CA,Pasadena,-118.14,34.14
535-480,Pasadena,575 South Lake Avenue Pasadena CA,Pasadena,-118.13,34.14
14449-122584,"Arroyo & Fillmore, Pasadena","753 South Arroyo Parkway, 3 Pasadena CA",Pasadena,-118.15,34.13
5657-1751,Sierra Madre Villa & Foothill,3429 East Foothill Blvd. Pasadena CA,Pasadena,-118.08,34.15
14995-156785,Target Pasadena East T-1332,3121 E Colorado Blvd Pasadena CA,Pasadena,-118.08,34.15
582-212444,Colorado & De Lacey,93 W. Colorado Blvd. Pasadena CA,Pasadena,-118.15,34.15
76198-94545,Target Pasadena T-883,777 E Colorado Blvd Pasadena CA,Pasadena,-118.13,34.15
5513-1445,South Pasadena - Wells Fargo,1000 Fair Oaks Ave Pasadena CA,Pasadena,-118.15,34.11
577-226,Hastings Ranch,3699 E Foothill Blvd Pasadena CA,Pasadena,-118.07,34.15
74647-94461,Vons-Pasadena #2139,1390 N Allen Ave Pasadena CA,Pasadena,-118.11,34.17
5735-8709,"Washington & Allen, Pasadena",1830 E. Washington Blvd. Pasadena CA,Pasadena,-118.11,34.17
5514-1448,Pasadena Lake - Wells Fargo,82 South Lake Avenue Pasadena CA,Pasadena,-118.13,34.14
74762-98340,Vons-Pasadena #2152,155 W California Blvd Pasadena CA,Pasadena,-118.15,34.14
19571-190724,Rosemead & Del Mar,230 S. Rosemead Blvd. Pasadena CA,Pasadena,-118.07,34.14
5383-1153,Fairoaks & California - Pasadena,"556 S. Fair Oaks Avenue, Suite 102 Pasadena CA",Pasadena,-118.15,34.14
20839-185185,Ralphs Pasadena #96,"160 N Lake Ave, Fair Oaks Renaissance Plaza Pasadena CA",Pasadena,-118.13,34.15
5860-29255,"Fair Oaks & Orange Grove, Pasadena",671 N. Fair Oaks Avenue Pasadena CA,Pasadena,-118.15,34.16
23004-226864,"Lake & Orange Grove, Pasadena",743 N. Lake Ave Pasadena CA,Pasadena,-118.13,34.16
5674-5159,Huntington Drive & San Gabriel,3007 Huntington Drive Pasadena CA,Pasadena,-118.09,34.13
6594-64802,"Hill & Walnut, East Pasadena",161 N. Hill Avenue Pasadena CA,Pasadena,-118.12,34.15
15554-161368,Vons-Pasadena #2858,2355 E Colorado Blvd Pasadena CA,Pasadena,-118.1,34.15
6838-82304,"Colorado & Bonnie, Pasadena",1687 E. Colorado Blvd Pasadena CA,Pasadena,-118.12,34.15
5881-231045,Colorado & Marengo,"300 East Colorado Blvd, Suite 152, East Village Shopping Center Pasadena CA",Pasadena,-118.14,34.15
9510-96871,"Creston & Sherwood, Paso Robles",1495 Creston Road Paso Robles CA,Paso Robles,-120.66,35.62
8909-95245,"24th & Ysabel, Paso Robles",1205 24th Street Paso Robles CA,Paso Robles,-120.69,35.64
73610-79482,Albertsons-Paso Robles #6314,189 Niblick Rd Paso Robles CA,Paso Robles,-120.68,35.62
76608-99352,Target Paso Robles T-1120,"2305 Theatre Dr, The Crossings Paso Robles CA",Paso Robles,-120.7,35.58
2904-90757,"46 West & US 101, Paso Robles",2301 Theatre Drive Paso Robles CA,Paso Robles,-120.7,35.58
3462-92384,Sperry & Rogers - Patterson,"2952 Speno Drive, Perris Plaza Patterson CA",Patterson,-121.17,37.47
6703-75480,"Nuevo & I-215, Perris","1688 North Perris Blvd., G-4 Perris CA",Perris,-117.23,33.8
11099-102097,"I-215 & Ethanac, Perris","3150 Case Road, Bldg H, Suite 1 Perris CA",Perris,-117.19,33.74
10665-100382,"Ramona Expressway & Perris, Perris",120 E Ramona Expressway Perris CA,Perris,-117.22,33.85
18925-100256,Target Petaluma T-2601,401 Kenilworth Dr Petaluma CA,Petaluma,-122.63,38.24
17601-161370,Washington & Wilson,440 East Washington Petaluma CA,Petaluma,-122.64,38.24
5242-518,Downtown Petaluma,125 Petaluma Blvd N Petaluma CA,Petaluma,-122.64,38.23
17466-174585,Safeway-Petaluma #3011,"389 S McDowell Blvd, Parkway Plaza Petaluma CA",Petaluma,-122.68,38.28
13782-107423,Sonoma Mountain & Riesling,"701 Sonoma Mountain Pkwy, C12, Petaluma Plaza Shopping Center Petaluma CA",Petaluma,-122.64,38.27
5975-52661,Old Redwood & N McDowell,5306  C. Old Redwood Highway Petaluma CA,Petaluma,-122.67,38.28
9490-94433,Lakeville & McDowell,"3100 Lakeville Hwy, B Petaluma CA",Petaluma,-122.6,38.23
5863-21261,N. McDowell & E. Washington,205 N. McDowell Petaluma CA,Petaluma,-122.63,38.25
8799-95014,"Whittier & Passons, Pico Rivera","9329 Whittier Blvd, Pico Rivera Towne Center Pico Rivera CA",Pico Rivera,-118.08,34.0
6545-62659,"Washington & Rosemead, Pico Rivera",8754 Washington Blvd. Pico Rivera CA,Pico Rivera,-118.1,33.98
29625-254250,Target - Pico Rivera T-1425,8800 Whittier Blvd Pico Rivera CA,Pico Rivera,-118.09,34.0
5260-396,"Fitzgerald & Appian, Pinole",1540 Fitzgerald Drive Pinole CA,Pinole,-122.3,37.99
24525-232904,Pinole Valley Rd & I-80,1315 Pinole Valley Road Pinole CA,Pinole,-122.29,38.0
76213-88890,Target Pinole T-737,"1400 Fitzgerald Dr, Pismo Coast Shopping Center Pinole CA",Pinole,-122.31,37.99
5933-40359,"Five Cities Drive & 101 Fwy, Pismo",501 Five Cities Drive Pismo Beach CA,Pismo Beach,-120.63,35.14
9686-96963,Railroad & Leland,2285 Railroad Avenue Pittsburg CA,Pittsburg,-121.89,38.01
9286-95586,Buchanan & Loveridge,1315 Buchanan Rd Pittsburg CA,Pittsburg,-121.87,38.0
6914-73214,California & Loveridge,1269 California Avenue Pittsburg CA,Pittsburg,-121.87,38.01
74990-102914,Safeway - Pittsburg #1215,660 Bailey Road Pittsburg CA,Pittsburg,-121.94,38.02
19835-195004,Ralph's - Placentia #756,"710 N Rose Dr, Missouri Flat Village Placentia CA",Placentia,-117.84,33.88
8623-3198,Missouri Flat & Hwy 50,"3967 Missouri Flat, 100 Placerville CA",Placerville,-120.84,38.71
74477-67020,Safeway-Placerville #1724,3955 Missouri Flat Road Placerville CA,Placerville,-120.84,38.71
5699-5388,1228 Broadway - Placerville,1228 Broadway Placerville CA,Placerville,-120.79,38.73
22881-225524,Runway & McConnell,"12746 Jefferson Blvd., 2150 Playa Vista CA",Playa Vista,-118.42,33.98
12868-153028,Safeway-Pleasant Hill #2941,707 Contra Costa Blvd Pleasant Hill CA,Pleasant Hill,-122.06,37.97
15680-156024,Target Pleasant Hill T-330,560 Contra Costa Blvd Pleasant Hill CA,Pleasant Hill,-122.07,37.98
79512-102353,Safeway - Pleasant Hill #928,"600 Patterson Blvd., The Crossroads at Pleasant Hill Pleasant Hill CA",Pleasant Hill,-122.07,37.93
10252-96965,I680 & Monument,"2370 Monument Blvd., B Pleasant Hill CA",Pleasant Hill,-122.06,37.94
5559-1735,Contra Costa & Gregory,1900 Contra Costa Boulevard Pleasant Hill CA,Pleasant Hill,-122.06,37.95
74772-99121,Safeway - Pleasant Hill #1541,1978 Contra Costa Blvd Pleasant Hill CA,Pleasant Hill,-122.06,37.95
24031-232204,Contra Costa Blvd and Concord Ave,552 Contra Costa Blvd Pleasant Hill CA,Pleasant Hill,-122.07,37.98
6648-74021,Johnson & Owens,"6050 Johnson Drive, B-1 Pleasanton CA",Pleasanton,-121.91,37.7
5322-739,Amador Center,"1737 Santa Rita Road, #300 Pleasanton CA",Pleasanton,-121.87,37.68
29020-198425,Bernal & Stanley - Pleasanton,"3040 Bernal Ave, 320 Pleasanton CA",Pleasanton,-121.86,37.67
5274-732,Hopyard Rd & Stoneridge Dr,"4555 Hopyard Road, Suite C-15 Pleasanton CA",Pleasanton,-121.9,37.69
16775-157393,Safeway-Pleasanton #2856,"6790 Bernal Ave, Stoneridge Center Pleasanton CA",Pleasanton,-121.9,37.66
28216-250104,Teavana - Stoneridge Center,"1 STONERIDGE MALL, #D104, Pleasanton Gateway PLEASANTON CA",PLEASANTON,-121.93,37.69
14070-189244,Hwy 680 & Bernal,"6786 Bernal Avenue, Suite 810 Pleasanton CA",Pleasanton,-121.9,37.66
24527-233556,Main and Rose,"511 Main Street, Suite #503 Pleasanton CA",Pleasanton,-121.88,37.66
74684-73708,Safeway-Pleasanton #1502,"1701 Santa Rita Rd, Stoneridge Mall Pleasanton CA",Pleasanton,-121.87,37.68
6474-55559,Stoneridge Mall - Pleasanton,"1140 Stoneridge Mall Rd, B 119, Baltic Square Pleasanton CA",Pleasanton,-121.93,37.7
6469-58399,Park Place & Washington,133 Park Place Point Richmond CA,Point Richmond,-122.38,37.93
79728-132986,Safeway - Pollock Pines #1825,"6498 Pony Trail Express, Mission Hills Plaza Pollock Pines CA",Pollock Pines,-120.58,38.76
6461-46581,"Temple & Mission, Pomona",3044 Temple Avenue Pomona CA,Pomona,-117.8,34.04
23599-231366,Garey & Alvarado,1010 North Garey Avenue Pomona CA,Pomona,-117.75,34.07
75469-107379,Cal Poly Pomona Library,"3801 West Temple Ave, Mission Promenade Pomona CA",Pomona,-117.82,34.06
6870-76140,"Garey & Mission, Pomona","101 W. Mission Blvd., Suite 106 Pomona CA",Pomona,-117.75,34.06
19857-198885,Target Pomona T-2831,701 Rio Rancho Rd Pomona CA,Pomona,-117.77,34.03
29620-254406,Foothill & Lynoak,517 East Foothill Blvd Pomona CA,Pomona,-117.74,34.11
13226-106936,"Fairplex & I-10, Pomona",2101 Murchison Ave Pomona CA,Pomona,-117.79,34.07
10112-97117,"Rio Rancho & The 71, Pomona","68 Rio Ranch Road, 101 Pomona CA",Pomona,-117.76,34.03
28053-248946,Pomona & Temple,3423 Pomona Boulevard Pomona CA,Pomona,-117.81,34.05
655-330,Mandalay Village,587 W. Channel Islands Blvd. Port Hueneme CA,Port Hueneme,-119.22,34.18
11461-104654,"Olive & Cloverleaf, Porterville","947 W. Olive Avenue, Porterville Crossroads Porterville CA",Porterville,-119.04,36.07
6523-64099,Henderson & Prospect - Porterville,1270A Henderson Avenue Porterville CA,Porterville,-119.05,36.08
76331-136845,Target Porterville T-2420,1363 W Henderson Ave Porterville CA,Porterville,-119.04,36.08
10714-101544,"Olive& Main, Porterville","12 South Main Street, Pomerado Plaza Porterville CA",Porterville,-119.02,36.06
6444-44139,"Poway & Oak Knoll, Poway","12202 Poway Road, 104, Twin Peaks Shopping Center Poway CA",Poway,-117.07,32.95
5772-5564,"Pomerado & Twin Peaks, Poway",14835 Pomerado Road Poway CA,Poway,-117.06,32.98
5707-8106,Poway & Community Rd.,"13479 Poway Road, Suite 602 Poway CA",Poway,-117.04,32.95
25611-241826,Scripps Poway Parkway & Pomerado,12245 Scripps Poway Parkway Poway CA,Poway,-117.06,32.93
16006-162928,Target Poway T-296,14823 Pomerado Rd Poway CA,Poway,-117.06,32.98
74953-102366,Safeway - Prunedale #1204,17539 Vierra Canyon Prunedale CA,Prunedale,-121.66,36.79
5896-233008,Vierra Canyon & Hwy 101,17535 Vierra Canyon Rd Prunedale CA,Prunedale,-121.67,36.79
73676-80275,Albertsons-Ramona #6725,1459 Main St Ramona CA,Ramona,-116.88,33.04
17355-168504,"13th & Main, Ramona",1315 Main Street Ramona CA,Ramona,-116.87,33.04
48618-263724,Albertsons - Rancho Bernardo #3179,12475 Rancho Bernardo Rd Rancho Bernardo CA,Rancho Bernardo,-117.06,33.02
74590-108481,Vons - Rancho Bernardo #2079,11986 BERNARDO PLAZA DR RANCHO BERNARDO CA,RANCHO BERNARDO,-117.07,33.02
74187-119285,Safeway - Rancho Cordova #1746,10635 Folsom Blvd. Rancho Cordova CA,Rancho Cordova,-121.29,38.59
75818-96847,Marriott Rancho Cordova Lobby,"11211 Point East Dr, Capital Village Rancho Cordova CA",Rancho Cordova,-121.27,38.61
13557-107473,International & Zinfandel - RC,"3195 Zinfandel Dr., 1 Rancho Cordova CA",Rancho Cordova,-121.28,38.58
27080-246665,Folsom & Dawes,"10345 Folsom Blvd, Rancho Cordova Town Center Rancho Cordova CA",Rancho Cordova,-121.31,38.59
5764-3273,Hwy 50 at Zinfandel,10820 Olson Drive Rancho Cordova CA,Rancho Cordova,-121.29,38.59
14829-136406,Sunrise & Zinfandel RC,1971 Zinfandel Drive Rancho Cordova CA,Rancho Cordova,-121.27,38.61
5105-147204,Target Rancho Cordova T-2463,10881 Olson Dr Rancho Cordova CA,Rancho Cordova,-121.28,38.59
8676-72761,Tributary Point & Hazel - RC,12195 Tributary Point Drive Rancho Cordova CA,Rancho Cordova,-121.22,38.63
6663-72681,Sunrise & White Rock,"3110 Sunrise Blvd., Victoria Gardens Rancho Cordova CA",Rancho Cordova,-121.27,38.59
9509-96446,Day Creek & Foothill,8025 Day Creek Blvd. Rancho Cucamonga CA,Rancho Cucamonga,-117.54,34.11
8942-263704,Victoria Gardens South Mainstreet,"12443 S. Mainstreet, Space 1250 Rancho Cucamonga CA",Rancho Cucamonga,-117.53,34.11
13681-108130,Carnelian & 19th,"8678 19th Street, 100 Rancho Cucamonga CA",Rancho Cucamonga,-117.62,34.13
6752-75820,Foothill & Spruce,10831 Foothill Blvd. Rancho Cucamonga CA,Rancho Cucamonga,-117.57,34.11
9625-95615,Foothill & Archibald,9754 Foothill Blvd. Rancho Cucamonga CA,Rancho Cucamonga,-117.59,34.11
74525-63240,Vons-Rancho Cucamonga #2147,8778  19th St Rancho Cucamonga CA,Rancho Cucamonga,-117.61,34.13
47588-258973,Albertsons - Rancho Cucamonga 3177,"8850 Foothill Blvd, Day Creek Village Rancho Cucamonga CA",Rancho Cucamonga,-117.61,34.11
6673-65581,Day Creek & Highland,"12273 Highland Avenue, 100, Victoria Gardens Rancho Cucamonga CA",Rancho Cucamonga,-117.54,34.13
28475-250162,Teavana - Victoria Gardens,"12478 N. Main St., Unit No. 3320 Rancho Cucamonga CA",Rancho Cucamonga,-117.53,34.11
3940-146324,Target Rancho Cucamonga T-301,10576 Foothill Blvd Rancho Cucamonga CA,Rancho Cucamonga,-117.57,34.11
26995-245954,Ralphs Rancho Cucamonga # 13,7369 Milliken Ave Rancho Cucamonga CA,Rancho Cucamonga,-117.56,34.12
73545-53560,Albertsons - Rancho Cucamonga #6520,"11358 Kenyon Way, Terra Vista Village Rancho Cucamonga CA",Rancho Cucamonga,-117.56,34.14
5916-35279,Baseline & Haven,"10540 Baseline Road, B Rancho Cucamonga CA",Rancho Cucamonga,-117.57,34.12
20162-171186,Macy's-Victoria Gardens #533,7855 Kew Ave Rancho Cucamunga CA,Rancho Cucamunga,-117.53,34.11
6819-81601,Country Club & Monterey Avenue,"40101 Monterey Avenue, G1 Rancho Mirage CA",Rancho Mirage,-116.39,33.76
48195-261614,Albertsons - Rancho Mirage 6586,40101 Monterey Ave Rancho Mirage CA,Rancho Mirage,-116.39,33.76
25820-242448,Hwy 111 & Magnesia Falls,"42500 Bob Hope Drive, A, The Riverbank @ Rancho Mirage Rancho Mirage CA",Rancho Mirage,-116.41,33.74
5922-35899,Bob Hope Drive & Hwy 111,"71800 HWY 111, Ste A-119 Rancho Mirage CA",Rancho Mirage,-116.41,33.74
17631-171184,Ralphs-Palos Verdes #720,"30019 Hawthorne Blvd, Golden Cove Shopping Center Rancho Palos Verdes CA",Rancho Palos Verdes,-118.39,33.76
6926-88400,Palos Verdes Dr. West & Hawthorne,"31202 Palos Verdes Dr. West, Las Flores Rancho Palos Verdes CA",Rancho Palos Verdes,-118.41,33.75
9288-95983,Oso & Antonio,"28562 Oso Parkway, #F, Santa Margarita Marketplace Rancho Santa Margarita CA",Rancho Santa Margarita,-117.63,33.58
5755-14050,Santa Margarita Pkwy & 241,"30465 Avenida De Las Flores, #D, Plaza Antonio Rancho Santa Margarita CA",Rancho Santa Margarita,-117.6,33.64
6542-46580,Antonio & La Promesa,"22421 Antonio Parkway, F-100 Rancho Santa Margarita CA",Rancho Santa Margarita,-117.59,33.64
73441-35219,Albertsons - Mssn Viejo #6552,27702 Crown Valley Pkwy Rancho Santa Margarita CA,Rancho Santa Margarita,-117.65,33.56
74557-25887,Pavilions -Rancho Santa Marg. #2217,22451 Antonio Pkwy. Rancho Santa Margarita CA,Rancho Santa Margarita,-117.59,33.64
5267-433,Santa Margarita Pkwy & Antonio Pkwy,31437 Santa Margarita Parkway Rancho Santa Margarita CA,Rancho Santa Margarita,-117.58,33.65
76395-92526,Target Rancho Santa Margarita T-914,30602 Santa Margarita Pkwy Rancho Santa Margarita CA,Rancho Santa Margarita,-117.6,33.64
24030-231626,Antelope & I-5,"265 Antelope Blvd, Red Bluff Shopping Center Red Bluff CA",Red Bluff,-122.22,40.18
6639-67720,Main & Luther - Red Bluff,1058 South Main Street Red Bluff CA,Red Bluff,-122.23,40.16
10581-100395,I-5 & Adobe - Red Bluff,"525 Adobe Rd, A, Placer Heights Shopping Center Red Bluff CA",Red Bluff,-122.24,40.19
9903-98975,Placer Heights - Redding,"3425 Placer Street, Suite A Redding CA",Redding,-122.42,40.57
79628-107174,Safeway - Redding #1826,1070 East Cypress Ave Redding CA,Redding,-122.35,40.57
74338-84120,Safeway-Redding #1954,990 Cypress Ave Redding CA,Redding,-122.39,40.58
23683-232506,Target - Redding T-615,1280 Dana Dr Redding CA,Redding,-122.35,40.59
9492-96993,Lake & Hilltop - Redding,"155 E. Lake Blvd., Churn Creek Plaza Redding CA",Redding,-122.37,40.61
6625-64339,Cypress & Churn Creek- Redding,"1030 East Cypress Avenue, A Redding CA",Redding,-122.35,40.57
74338-116385,Safeway - Redding #1954,"990 Cypress Ave, Churn Creek Retail Center Redding CA",Redding,-122.38,40.58
11166-97892,Churn Creek & Lancers - Redding,"1240 Churn Creek Road, 100 Redding CA",Redding,-122.35,40.59
13399-103343,Bonnyview & Eastside - Redding,"2400 S. Bonnyview Rd., 100 Redding CA",Redding,-122.38,40.53
5739-10116,1400 Eureka Way - Redding,1400 Eureka Way Redding CA,Redding,-122.39,40.59
22308-215004,Lugonia & Wabash,1755 E. Lugonia Avenue Redlands CA,Redlands,-117.14,34.07
73620-87553,Albertsons-Redlands #6519,"450 W Cypress Ave, Orange Tree Marketplace Redlands CA",Redlands,-117.17,34.05
10004-98481,Alabama & Orange Tree Lane,1265 Alabama Street Redlands CA,Redlands,-117.21,34.07
76159-93363,Target Redlands T-1869,27320 Lugonia Ave Redlands CA,Redlands,-117.21,34.07
23319-226064,Redlands & Clark,625 East Redlands Blvd. Redlands CA,Redlands,-117.17,34.05
8907-94885,"Lugonia & Alabama, Redlands","27512 W.  Lugonia Avenue, A Redlands CA",Redlands,-117.2,34.07
74981-103364,Vons - Redlands #1734,522 NORTH ORANGE Redlands CA,Redlands,-117.18,34.06
5693-1231,Orange & Pearl- Redlands,"627 Orange St, Suite D Redlands CA",Redlands,-117.18,34.06
5630-1960,South Bay Galleria - Redondo Beach,"1815 Hawthorne Blvd, #144 Redondo Beach CA",Redondo Beach,-118.35,33.87
76433-95641,Target Redondo Beach T-1980,1601 Kingsdale Ave Redondo Beach CA,Redondo Beach,-118.36,33.87
74868-94831,Vons - Redondo Beach #1623,4001 Inglewood Ave Redondo Beach CA,Redondo Beach,-118.36,33.89
583-232,Riviera Village (Redondo Beach),1749 S. Elena Redondo Beach CA,Redondo Beach,-118.39,33.82
5546-1686,Artesia & Flagler - Redondo Bch.,1904 Artesia Blvd. Redondo Beach CA,Redondo Beach,-118.38,33.87
5617-1916,Pacific Coast Hwy & Diamond St.,300 N. Pacific Coast Highway Redondo Beach CA,Redondo Beach,-118.39,33.85
27005-97579,Ralphs-Redondo Beach #120,1413 Hawthorne Blvd Redondo Beach CA,Redondo Beach,-118.35,33.87
6650-69220,Woodside & Gordon - Redwood City,820 Woodside Road Redwood City CA,Redwood City,-122.22,37.47
74143-24432,Safeway-Redwood City #305,"1071 El Camino Real, Redwood Shores Marketplace Redwood City CA",Redwood City,-122.23,37.48
5420-742,Redwood Shores,264 Redwood Shores Parkway Redwood City CA,Redwood City,-122.25,37.52
25372-240744,Broadway & Hamilton,2225 Broadway Avenue Redwood City CA,Redwood City,-122.23,37.49
555-497,Sequoia Station Redwood City,"1045 El Camino Real, Marsh Manor Redwood City CA",Redwood City,-122.23,37.49
6585-65621,Marsh & Florence - Redwood City,995 Marsh Road Redwood City CA,Redwood City,-122.19,37.48
3472-72901,El Camino & Woodside RWC,1900 El Camino Real Redwood City CA,Redwood City,-122.22,37.48
5574-1836,Veterans & Walnut Redwood City,400 Walnut Road Redwood City CA,Redwood City,-122.23,37.49
3459-92385,El Camino & Whipple - Redwood City,490 El Camino Real Redwood City CA,Redwood City,-122.24,37.49
76156-88909,Target Redwood City T-321,2485 El Camino Real Redwood City CA,Redwood City,-122.22,37.47
